Team,Franchise,FranchiseID,Season,YearIndex,WinRate,3PA%,ORtg,DRtg,Pace
Milwaukee Bucks,Milwaukee Bucks,MIL,2022,18,0.622,0.43,115.1,111.8,99.9
Milwaukee Bucks,Milwaukee Bucks,MIL,2023,19,0.707,0.446,115.4,111.9,100.5
Milwaukee Bucks,Milwaukee Bucks,MIL,2024,20,0.598,0.43,118.4,115.8,99.9
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2005,1,0.537,0.173,108.2,106.6,89.1
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2006,2,0.402,0.149,102.4,104.5,88.8
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2007,3,0.39,0.167,103.9,107.9,91
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2008,4,0.268,0.185,103.8,111.2,91.9
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2009,5,0.293,0.227,106.1,111.4,91.6
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2010,6,0.183,0.171,101.7,111.6,96.1
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2011,7,0.207,0.223,104.2,111.1,96.5
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2012,8,0.394,0.262,104.3,106.6,93.3
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2013,9,0.378,0.22,102.9,105.4,92.8
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2014,10,0.488,0.245,108.9,106.2,97.3
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2015,11,0.195,0.179,102.9,112.2,94.4
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2016,12,0.354,0.202,106.5,110.1,95.2
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2017,13,0.378,0.249,110.8,112,94.6
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2018,14,0.573,0.261,113.4,111.1,96
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2019,15,0.439,0.315,111.4,112.9,100.2
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2020,16,0.297,0.433,108.1,112.2,103.4
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2021,17,0.319,0.413,109.5,115,101.6
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2022,18,0.561,0.454,114.3,111.7,100.9
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2023,19,0.512,0.381,113.7,113.8,101
Minnesota Timberwolves,Minnesota Timberwolves,MIN,2024,20,0.683,0.385,115.6,109,97.1
New Orleans Hornets,New Orleans Pelicans,NOP,2005,1,0.22,0.201,99.7,107.7,87.6
New Orleans/Oklahoma City Hornets,New Orleans Pelicans,NOP,2006,2,0.463,0.138,103.7,106.8,89
New Orleans/Oklahoma City Hornets,New Orleans Pelicans,NOP,2007,3,0.476,0.188,104.8,106.5,90.2
New Orleans Hornets,New Orleans Pelicans,NOP,2008,4,0.683,0.239,111.5,105.7,89.9
New Orleans Hornets,New Orleans Pelicans,NOP,2009,5,0.598,0.24,108.7,107,87.8
New Orleans Hornets,New Orleans Pelicans,NOP,2010,6,0.451,0.23,107.4,110.1,92.6
New Orleans Hornets,New Orleans Pelicans,NOP,2011,7,0.561,0.192,106.2,105.2,88.7
New Orleans Hornets,New Orleans Pelicans,NOP,2012,8,0.318,0.152,100.9,105.1,88.3
New Orleans Hornets,New Orleans Pelicans,NOP,2013,9,0.329,0.224,105.7,110.1,88.5
New Orleans Pelicans,New Orleans Pelicans,NOP,2014,10,0.415,0.193,107.2,110.1,92.2
New Orleans Pelicans,New Orleans Pelicans,NOP,2015,11,0.549,0.233,108.2,107.3,91.4
New Orleans Pelicans,New Orleans Pelicans,NOP,2016,12,0.366,0.277,105.6,109.5,96.8
New Orleans Pelicans,New Orleans Pelicans,NOP,2017,13,0.415,0.308,105.2,107.4,98
New Orleans Pelicans,New Orleans Pelicans,NOP,2018,14,0.585,0.319,109.6,108.3,100.5
New Orleans Pelicans,New Orleans Pelicans,NOP,2019,15,0.402,0.324,111.4,112.6,103.3
New Orleans Pelicans,New Orleans Pelicans,NOP,2020,16,0.417,0.403,110.7,111.9,103.7
New Orleans Pelicans,New Orleans Pelicans,NOP,2021,17,0.431,0.342,113.5,113.8,100.1
New Orleans Pelicans,New Orleans Pelicans,NOP,2022,18,0.439,0.365,112,113,97.2
New Orleans Pelicans,New Orleans Pelicans,NOP,2023,19,0.512,0.344,114.4,112.5,99.1
New Orleans Pelicans,New Orleans Pelicans,NOP,2024,20,0.598,0.373,117.4,112.9,97.9
New York Knicks,New York Knicks,NYK,2005,1,0.402,0.188,106.2,108.9,90.7
New York Knicks,New York Knicks,NYK,2006,2,0.28,0.142,104,111,90.8
New York Knicks,New York Knicks,NYK,2007,3,0.402,0.216,105.7,108.8,90.8
New York Knicks,New York Knicks,NYK,2008,4,0.28,0.215,104.7,111.9,91.6
New York Knicks,New York Knicks,NYK,2009,5,0.39,0.322,108.1,110.8,96.7
New York Knicks,New York Knicks,NYK,2010,6,0.354,0.312,107.6,111.6,94
New York Knicks,New York Knicks,NYK,2011,7,0.512,0.303,110.9,110.1,95.6
New York Knicks,New York Knicks,NYK,2012,8,0.545,0.288,104.4,101,93.2
New York Knicks,New York Knicks,NYK,2013,9,0.659,0.354,111.1,106.3,89.8
New York Knicks,New York Knicks,NYK,2014,10,0.451,0.302,108.3,109.1,90.3
New York Knicks,New York Knicks,NYK,2015,11,0.207,0.24,99.9,110,91.2
New York Knicks,New York Knicks,NYK,2016,12,0.39,0.256,104.6,107.6,93.4
New York Knicks,New York Knicks,NYK,2017,13,0.378,0.279,107.7,111.5,96
New York Knicks,New York Knicks,NYK,2018,14,0.354,0.266,107.1,110.7,96.8
New York Knicks,New York Knicks,NYK,2019,15,0.207,0.334,104.5,113.7,99.6
New York Knicks,New York Knicks,NYK,2020,16,0.318,0.318,106.5,113,98.6
New York Knicks,New York Knicks,NYK,2021,17,0.569,0.347,110.6,108.2,95.9
New York Knicks,New York Knicks,NYK,2022,18,0.451,0.428,110.4,110.5,95.9
New York Knicks,New York Knicks,NYK,2023,19,0.573,0.4,117.8,114.8,97.1
New York Knicks,New York Knicks,NYK,2024,20,0.61,0.404,118.2,113.4,95.2
Seattle SuperSonics,Oklahoma City Thunder,OKC,2005,1,0.634,0.281,112.2,109.6,87.9
Seattle SuperSonics,Oklahoma City Thunder,OKC,2006,2,0.427,0.243,111.1,114.4,91.6
Seattle SuperSonics,Oklahoma City Thunder,OKC,2007,3,0.378,0.219,107.2,110.3,91.8
Seattle SuperSonics,Oklahoma City Thunder,OKC,2008,4,0.244,0.134,100.5,109.5,96.3
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2009,5,0.28,0.141,102.9,109.4,93.6
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2010,6,0.61,0.185,108.3,104.6,93.1
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2011,7,0.671,0.212,111.2,107.2,92.7
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2012,8,0.712,0.252,109.8,103.2,93
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2013,9,0.732,0.244,112.4,102.6,93.3
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2014,10,0.72,0.271,110.5,103.9,95.4
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2015,11,0.549,0.262,107.8,105.5,95.7
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2016,12,0.671,0.275,113.1,105.6,96.7
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2017,13,0.573,0.295,108.3,107.5,97.8
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2018,14,0.585,0.345,110.7,107.2,96.7
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2019,15,0.598,0.347,110.3,107,102.8
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2020,16,0.611,0.353,110.8,108.8,98.8
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2021,17,0.306,0.399,103.5,114,101
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2022,18,0.293,0.419,104.6,112.8,98.6
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2023,19,0.488,0.369,115.2,114.2,101.1
Oklahoma City Thunder,Oklahoma City Thunder,OKC,2024,20,0.695,0.383,119.5,112.1,99.8
Orlando Magic,Orlando Magic,ORL,2005,1,0.439,0.137,104.9,107.3,94.7
Orlando Magic,Orlando Magic,ORL,2006,2,0.439,0.129,106.3,107.5,88.3
Orlando Magic,Orlando Magic,ORL,2007,3,0.488,0.158,104.9,104.1,89.9
Orlando Magic,Orlando Magic,ORL,2008,4,0.634,0.322,111.3,105.5,93.4
Orlando Magic,Orlando Magic,ORL,2009,5,0.72,0.335,109.2,101.9,92.3
Orlando Magic,Orlando Magic,ORL,2010,6,0.72,0.35,111.4,103.3,92
Orlando Magic,Orlando Magic,ORL,2011,7,0.634,0.328,107.9,102,91.2
Orlando Magic,Orlando Magic,ORL,2012,8,0.561,0.346,105,104.1,89
Orlando Magic,Orlando Magic,ORL,2013,9,0.244,0.223,101.6,109.1,92.2
Orlando Magic,Orlando Magic,ORL,2014,10,0.28,0.235,101.7,107.4,93.6
Orlando Magic,Orlando Magic,ORL,2015,11,0.305,0.235,101.6,107.7,93.8
Orlando Magic,Orlando Magic,ORL,2016,12,0.427,0.255,105.1,106.8,96
Orlando Magic,Orlando Magic,ORL,2017,13,0.354,0.3,103.7,110.5,96.8
Orlando Magic,Orlando Magic,ORL,2018,14,0.305,0.342,105.2,110.1,98.1
Orlando Magic,Orlando Magic,ORL,2019,15,0.512,0.36,108.9,108.1,98.1
Orlando Magic,Orlando Magic,ORL,2020,16,0.452,0.364,108.5,109.5,98.6
Orlando Magic,Orlando Magic,ORL,2021,17,0.292,0.356,105.1,114.5,98.7
Orlando Magic,Orlando Magic,ORL,2022,18,0.268,0.417,104.5,112.5,99.2
Orlando Magic,Orlando Magic,ORL,2023,19,0.415,0.361,111.6,114.2,99.3
Orlando Magic,Orlando Magic,ORL,2024,20,0.573,0.369,113.4,111.3,96.9
Philadelphia 76ers,Philadelphia 76ers,PHI,2005,1,0.524,0.216,103.5,104.3,94.9
Philadelphia 76ers,Philadelphia 76ers,PHI,2006,2,0.463,0.158,106,108.1,92.7
Philadelphia 76ers,Philadelphia 76ers,PHI,2007,3,0.427,0.128,103.6,106.9,90.7
Philadelphia 76ers,Philadelphia 76ers,PHI,2008,4,0.488,0.143,106.4,106,90.4
Philadelphia 76ers,Philadelphia 76ers,PHI,2009,5,0.5,0.164,107.9,107.8,90
Philadelphia 76ers,Philadelphia 76ers,PHI,2010,6,0.329,0.206,106.1,110.3,91.6
Philadelphia 76ers,Philadelphia 76ers,PHI,2011,7,0.5,0.184,106.6,105,91.7
Philadelphia 76ers,Philadelphia 76ers,PHI,2012,8,0.53,0.175,103.9,99.2,89.7
Philadelphia 76ers,Philadelphia 76ers,PHI,2013,9,0.415,0.209,102,105.7,91
Philadelphia 76ers,Philadelphia 76ers,PHI,2014,10,0.232,0.258,99.4,109.9,99.2
Philadelphia 76ers,Philadelphia 76ers,PHI,2015,11,0.22,0.319,95.5,104.8,95.7
Philadelphia 76ers,Philadelphia 76ers,PHI,2016,12,0.122,0.327,98.8,109.2,97.9
Philadelphia 76ers,Philadelphia 76ers,PHI,2017,13,0.341,0.349,103.2,108.9,98.5
Philadelphia 76ers,Philadelphia 76ers,PHI,2018,14,0.634,0.344,109.5,105,99.8
Philadelphia 76ers,Philadelphia 76ers,PHI,2019,15,0.622,0.342,112.6,110,101.6
Philadelphia 76ers,Philadelphia 76ers,PHI,2020,16,0.589,0.36,111.3,109,99
Philadelphia 76ers,Philadelphia 76ers,PHI,2021,17,0.681,0.347,113.2,107.6,99.5
Philadelphia 76ers,Philadelphia 76ers,PHI,2022,18,0.622,0.376,113.5,110.8,96.2
Philadelphia 76ers,Philadelphia 76ers,PHI,2023,19,0.659,0.389,117.7,113.3,96.9
Philadelphia 76ers,Philadelphia 76ers,PHI,2024,20,0.573,0.373,116.9,113.8,97.5
Phoenix Suns,Phoenix Suns,PHX,2005,1,0.756,0.289,114.5,107.1,95.9
Phoenix Suns,Phoenix Suns,PHX,2006,2,0.659,0.293,111.5,105.8,95.8
Phoenix Suns,Phoenix Suns,PHX,2007,3,0.744,0.287,113.9,106.4,95.6
Phoenix Suns,Phoenix Suns,PHX,2008,4,0.671,0.26,113.3,108.1,96.7
Phoenix Suns,Phoenix Suns,PHX,2009,5,0.561,0.216,113.6,111.6,96
Phoenix Suns,Phoenix Suns,PHX,2010,6,0.659,0.261,115.3,110.2,95.3
Phoenix Suns,Phoenix Suns,PHX,2011,7,0.488,0.271,109.5,110.4,94.4
Phoenix Suns,Phoenix Suns,PHX,2012,8,0.5,0.238,106.2,106.5,92.6
Phoenix Suns,Phoenix Suns,PHX,2013,9,0.305,0.21,101.2,108.1,93.4
Phoenix Suns,Phoenix Suns,PHX,2014,10,0.585,0.3,109.5,106.7,95.8
Phoenix Suns,Phoenix Suns,PHX,2015,11,0.476,0.291,105.3,106.2,96.3
Phoenix Suns,Phoenix Suns,PHX,2016,12,0.28,0.302,102.2,109,98.5
Phoenix Suns,Phoenix Suns,PHX,2017,13,0.293,0.255,106.6,112.2,100.3
Phoenix Suns,Phoenix Suns,PHX,2018,14,0.256,0.32,103.5,112.9,100.3
Phoenix Suns,Phoenix Suns,PHX,2019,15,0.232,0.335,105.9,115.1,100.5
Phoenix Suns,Phoenix Suns,PHX,2020,16,0.466,0.361,111.7,111.4,101.3
Phoenix Suns,Phoenix Suns,PHX,2021,17,0.708,0.392,117.2,111.3,97.2
Phoenix Suns,Phoenix Suns,PHX,2022,18,0.78,0.354,114.8,107.3,99.8
Phoenix Suns,Phoenix Suns,PHX,2023,19,0.549,0.362,115.1,113,98.2
Phoenix Suns,Phoenix Suns,PHX,2024,20,0.598,0.379,117.6,114.6,98.3
Portland Trail Blazers,Portland Trail Blazers,POR,2005,1,0.329,0.181,103.2,107.7,89.8
Portland Trail Blazers,Portland Trail Blazers,POR,2006,2,0.256,0.166,101.1,111.9,87.6
Portland Trail Blazers,Portland Trail Blazers,POR,2007,3,0.39,0.193,105.1,109.9,88.3
Portland Trail Blazers,Portland Trail Blazers,POR,2008,4,0.5,0.218,107.3,108.4,87.9
Portland Trail Blazers,Portland Trail Blazers,POR,2009,5,0.659,0.239,113.9,107.8,86.6
Portland Trail Blazers,Portland Trail Blazers,POR,2010,6,0.61,0.215,110.8,107.1,87.7
Portland Trail Blazers,Portland Trail Blazers,POR,2011,7,0.585,0.228,108.8,107.1,87.9
Portland Trail Blazers,Portland Trail Blazers,POR,2012,8,0.424,0.255,105.7,106.4,91.2
Portland Trail Blazers,Portland Trail Blazers,POR,2013,9,0.402,0.284,105.8,109.2,91.4
Portland Trail Blazers,Portland Trail Blazers,POR,2014,10,0.659,0.29,111.5,107.4,94.9
Portland Trail Blazers,Portland Trail Blazers,POR,2015,11,0.622,0.316,108.2,103.7,94.2
Portland Trail Blazers,Portland Trail Blazers,POR,2016,12,0.537,0.332,108.8,108,96
Portland Trail Blazers,Portland Trail Blazers,POR,2017,13,0.5,0.322,110.3,110.8,96.7
Portland Trail Blazers,Portland Trail Blazers,POR,2018,14,0.598,0.324,109.1,106.4,96.5
Portland Trail Blazers,Portland Trail Blazers,POR,2019,15,0.646,0.339,114.7,110.5,99.1
Portland Trail Blazers,Portland Trail Blazers,POR,2020,16,0.473,0.374,113.7,114.8,100.7
Portland Trail Blazers,Portland Trail Blazers,POR,2021,17,0.583,0.448,117.8,116,98.4
Portland Trail Blazers,Portland Trail Blazers,POR,2022,18,0.329,0.422,107.8,116.9,98.3
Portland Trail Blazers,Portland Trail Blazers,POR,2023,19,0.402,0.413,114.8,118.8,98.6
Portland Trail Blazers,Portland Trail Blazers,POR,2024,20,0.256,0.37,108.3,117.5,97.2
Sacramento Kings,Sacramento Kings,SAC,2005,1,0.61,0.2,110.5,108.2,93
Sacramento Kings,Sacramento Kings,SAC,2006,2,0.537,0.217,106.7,105,91.9
Sacramento Kings,Sacramento Kings,SAC,2007,3,0.402,0.232,106.2,108,94.8
Sacramento Kings,Sacramento Kings,SAC,2008,4,0.463,0.208,107.5,109.9,94.7
Sacramento Kings,Sacramento Kings,SAC,2009,5,0.207,0.238,105.5,114.7,94.2
Sacramento Kings,Sacramento Kings,SAC,2010,6,0.305,0.201,105.3,109.9,94
Sacramento Kings,Sacramento Kings,SAC,2011,7,0.293,0.183,103.5,109,95.2
Sacramento Kings,Sacramento Kings,SAC,2012,8,0.333,0.228,103.8,109.8,94.7
Sacramento Kings,Sacramento Kings,SAC,2013,9,0.341,0.243,106.2,111.4,93.6
Sacramento Kings,Sacramento Kings,SAC,2014,10,0.341,0.218,105.7,108.8,94.4
Sacramento Kings,Sacramento Kings,SAC,2015,11,0.354,0.204,105.3,109.2,95.4
Sacramento Kings,Sacramento Kings,SAC,2016,12,0.402,0.26,106,108.4,100
Sacramento Kings,Sacramento Kings,SAC,2017,13,0.39,0.291,107.3,111.3,94.9
Sacramento Kings,Sacramento Kings,SAC,2018,14,0.329,0.278,103.7,111.1,94.9
Sacramento Kings,Sacramento Kings,SAC,2019,15,0.476,0.321,110.4,111.5,103.1
Sacramento Kings,Sacramento Kings,SAC,2020,16,0.431,0.395,110.2,112.2,98.9
Sacramento Kings,Sacramento Kings,SAC,2021,17,0.431,0.376,113.6,117.2,100
Sacramento Kings,Sacramento Kings,SAC,2022,18,0.366,0.377,109.9,115.3,99.8
Sacramento Kings,Sacramento Kings,SAC,2023,19,0.585,0.423,119.4,116.8,100.3
Sacramento Kings,Sacramento Kings,SAC,2024,20,0.561,0.432,116.9,115.2,98.8
San Antonio Spurs,San Antonio Spurs,SAS,2005,1,0.72,0.216,107.5,98.8,88.9
San Antonio Spurs,San Antonio Spurs,SAS,2006,2,0.768,0.215,107.3,99.6,88.5
San Antonio Spurs,San Antonio Spurs,SAS,2007,3,0.707,0.247,109.2,99.9,89.8
San Antonio Spurs,San Antonio Spurs,SAS,2008,4,0.683,0.251,107.2,101.8,88.8
San Antonio Spurs,San Antonio Spurs,SAS,2009,5,0.659,0.248,108.5,104.3,88.4
San Antonio Spurs,San Antonio Spurs,SAS,2010,6,0.61,0.232,110,104.5,91.7
San Antonio Spurs,San Antonio Spurs,SAS,2011,7,0.744,0.261,111.8,105.6,92.3
San Antonio Spurs,San Antonio Spurs,SAS,2012,8,0.758,0.257,110.9,103.2,92.9
San Antonio Spurs,San Antonio Spurs,SAS,2013,9,0.707,0.264,108.3,101.6,94.2
San Antonio Spurs,San Antonio Spurs,SAS,2014,10,0.756,0.257,110.5,102.4,95
San Antonio Spurs,San Antonio Spurs,SAS,2015,11,0.671,0.269,108.5,102,93.8
San Antonio Spurs,San Antonio Spurs,SAS,2016,12,0.817,0.223,110.3,99,93.8
San Antonio Spurs,San Antonio Spurs,SAS,2017,13,0.744,0.281,111.1,103.5,94.2
San Antonio Spurs,San Antonio Spurs,SAS,2018,14,0.573,0.282,107.9,104.8,95
San Antonio Spurs,San Antonio Spurs,SAS,2019,15,0.585,0.286,112.9,111.2,98.3
San Antonio Spurs,San Antonio Spurs,SAS,2020,16,0.451,0.318,112.4,113.5,100.5
San Antonio Spurs,San Antonio Spurs,SAS,2021,17,0.458,0.314,111,112.8,98.9
San Antonio Spurs,San Antonio Spurs,SAS,2022,18,0.415,0.345,112.4,112.3,100
San Antonio Spurs,San Antonio Spurs,SAS,2023,19,0.268,0.348,110.2,120,101.6
San Antonio Spurs,San Antonio Spurs,SAS,2024,20,0.268,0.401,110,116.4,101.1
Toronto Raptors,Toronto Raptors,TOR,2005,1,0.402,0.253,106.9,108.7,92.7
Toronto Raptors,Toronto Raptors,TOR,2006,2,0.329,0.244,109.5,112.7,91.1
Toronto Raptors,Toronto Raptors,TOR,2007,3,0.573,0.224,107,106,92.6
Toronto Raptors,Toronto Raptors,TOR,2008,4,0.5,0.217,110.2,107,90.2
Toronto Raptors,Toronto Raptors,TOR,2009,5,0.402,0.193,107,110,92
Toronto Raptors,Toronto Raptors,TOR,2010,6,0.488,0.211,111.3,113.2,93.1
Toronto Raptors,Toronto Raptors,TOR,2011,7,0.268,0.162,106.1,112.9,92.9
Toronto Raptors,Toronto Raptors,TOR,2012,8,0.348,0.209,100.8,104.5,89.3
Toronto Raptors,Toronto Raptors,TOR,2013,9,0.415,0.249,105.9,107.5,90.4
Toronto Raptors,Toronto Raptors,TOR,2014,10,0.585,0.285,108.8,105.3,91.8
Toronto Raptors,Toronto Raptors,TOR,2015,11,0.598,0.302,111,107.7,92.8
Toronto Raptors,Toronto Raptors,TOR,2016,12,0.683,0.287,110,105.2,92.9
Toronto Raptors,Toronto Raptors,TOR,2017,13,0.622,0.289,112.3,107.8,94.7
Toronto Raptors,Toronto Raptors,TOR,2018,14,0.72,0.377,113.8,105.9,97.4
Toronto Raptors,Toronto Raptors,TOR,2019,15,0.707,0.379,113.1,107.1,100.2
Toronto Raptors,Toronto Raptors,TOR,2020,16,0.736,0.421,111.1,105,100.9
Toronto Raptors,Toronto Raptors,TOR,2021,17,0.375,0.444,112,112.5,99.2
Toronto Raptors,Toronto Raptors,TOR,2022,18,0.585,0.375,112.9,110.5,96
Toronto Raptors,Toronto Raptors,TOR,2023,19,0.5,0.351,115.5,114,97.1
Toronto Raptors,Toronto Raptors,TOR,2024,20,0.305,0.369,112.3,118.8,99.4
Utah Jazz,Utah Jazz,UTA,2005,1,0.317,0.121,104.7,109.5,88.4
Utah Jazz,Utah Jazz,UTA,2006,2,0.5,0.149,104.1,107,87.8
Utah Jazz,Utah Jazz,UTA,2007,3,0.622,0.163,110.1,107,91.6
Utah Jazz,Utah Jazz,UTA,2008,4,0.659,0.166,113.8,106.5,93.2
Utah Jazz,Utah Jazz,UTA,2009,5,0.585,0.169,110.1,107.3,93.1
Utah Jazz,Utah Jazz,UTA,2010,6,0.646,0.184,110.7,105,93.8
Utah Jazz,Utah Jazz,UTA,2011,7,0.476,0.191,108.1,110.1,91
Utah Jazz,Utah Jazz,UTA,2012,8,0.545,0.153,106.8,106.1,91.4
Utah Jazz,Utah Jazz,UTA,2013,9,0.524,0.206,106.7,106.8,90.9
Utah Jazz,Utah Jazz,UTA,2014,10,0.305,0.237,103.5,111.3,91.4
Utah Jazz,Utah Jazz,UTA,2015,11,0.463,0.274,105.1,104.9,90.4
Utah Jazz,Utah Jazz,UTA,2016,12,0.488,0.297,105.9,103.9,91
Utah Jazz,Utah Jazz,UTA,2017,13,0.622,0.327,109.6,105.3,91.6
Utah Jazz,Utah Jazz,UTA,2018,14,0.585,0.357,108.4,103.9,95.7
Utah Jazz,Utah Jazz,UTA,2019,15,0.61,0.394,110.9,105.7,100.3
Utah Jazz,Utah Jazz,UTA,2020,16,0.611,0.414,112.3,109.9,98.6
Utah Jazz,Utah Jazz,UTA,2021,17,0.722,0.488,117.6,108.3,98.5
Utah Jazz,Utah Jazz,UTA,2022,18,0.598,0.468,116.7,110.5,97.1
Utah Jazz,Utah Jazz,UTA,2023,19,0.451,0.421,115.8,116.7,100.5
Utah Jazz,Utah Jazz,UTA,2024,20,0.378,0.406,115.5,120.4,99.5
Washington Wizards,Washington Wizards,WAS,2005,1,0.549,0.22,107.2,107.5,93.3
Washington Wizards,Washington Wizards,WAS,2006,2,0.512,0.209,109.3,107.3,92.3
Washington Wizards,Washington Wizards,WAS,2007,3,0.5,0.237,110.1,110.6,94.1
Washington Wizards,Washington Wizards,WAS,2008,4,0.524,0.241,109.2,109.6,89.5
Washington Wizards,Washington Wizards,WAS,2009,5,0.232,0.18,105.4,113.6,91
Washington Wizards,Washington Wizards,WAS,2010,6,0.317,0.183,104.2,109.4,91.6
Washington Wizards,Washington Wizards,WAS,2011,7,0.28,0.172,102.4,110.2,93.8
Washington Wizards,Washington Wizards,WAS,2012,8,0.303,0.196,101,106.2,92.5
Washington Wizards,Washington Wizards,WAS,2013,9,0.354,0.223,100.2,103,92.2
Washington Wizards,Washington Wizards,WAS,2014,10,0.537,0.246,106,104.6,93.2
Washington Wizards,Washington Wizards,WAS,2015,11,0.561,0.203,103.7,103,93.7
Washington Wizards,Washington Wizards,WAS,2016,12,0.5,0.282,105.3,105.8,98.5
Washington Wizards,Washington Wizards,WAS,2017,13,0.598,0.284,111.2,109.3,97.4
Washington Wizards,Washington Wizards,WAS,2018,14,0.524,0.31,109.3,108.7,96.6
Washington Wizards,Washington Wizards,WAS,2019,15,0.39,0.37,111.1,113.9,101.4
Washington Wizards,Washington Wizards,WAS,2020,16,0.347,0.358,110.9,115.5,102.7
Washington Wizards,Washington Wizards,WAS,2021,17,0.472,0.319,111.2,113,104.1
Washington Wizards,Washington Wizards,WAS,2022,18,0.427,0.356,111.1,114.5,97
Washington Wizards,Washington Wizards,WAS,2023,19,0.427,0.365,114.4,115.6,98.6
Washington Wizards,Washington Wizards,WAS,2024,20,0.183,0.389,110.5,119.6,102.7
